commune_code,commune_libelle,quartier,region,departement,zone,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,repondant_sexe,repondant_age,repondant_statut,repondant_est_cm,cm_sexe,cm_age,cm_tranche_age,cm_type_enseignement,cm_niveau_instruction,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nationale,cm_alpha_autre_etrangere,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_liste,nb_sources,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_liste,nb_natures,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,responsable_evacuation,acces_benne_tasseuse,benne_usage_regulier,distance_point_collecte,benne_point_nettoyage,benne_heure_convient,frequence_benne,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,duree_quartier,existence_bacs_quartier,satisfaction_bacs,raison_insatisfaction_bacs,corbeilles_rue_presentes,satisfaction_emplacements_corbeilles,satisfaction_qualite_corbeilles,acces_depotoire_normalise,dep_sauvages_rue_freq,eaux_usees_rue_freq,depots_sauvages_observes,dernier_depot_sauvage,contact_UCG_pour_depot,satisfaction_reaction_UCG,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,set_setal,place_publique,gestionnaire_place_publique,salubrite_place_publique,marche_present,gestionnaire_marche,gestion_dechets_marche,connait_UCG,campagne_sensibilisation,organisateur_campagne,satisfait_campagne,suggestions_amelioration,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_liste,nb_maladies,aucune_maladie,nb_types_maladies_menage,maladie_liee_dechets
22,Guinaw Rail Nord,Sam II BUS,Dakar,Pikine,Région de Dakar (urbain),4,1,0,1,6.0,Locataire,Maison basse,1,Moyen-bas,Femme,55.0,Chef de ménage,Oui,Femme,55.0,45-59 ans,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,1,0,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Animaux domestiques | Commerce / activités de production,4,1,1,1,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus,4,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Non,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,Rien a dire,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
22,Guinaw Rail Nord,Sam II BUS,Dakar,Pikine,Région de Dakar (urbain),2,3,1,0,6.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,54.0,Chef de ménage,Oui,Femme,54.0,45-59 ans,Ne sait pas,,Non,Non,Oui,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Non,Oui,Régulière,Mauvais,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,1,1,1,0,0,Moustiques | Mouches | Cafards | Souris | Vers,5,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Mauvais / Pas satisfait,Oui,Non,,,Set sera et plus de poubelles  et de canaux et fréquence Bene,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
22,Guinaw Rail Nord,Sam II BUS,Dakar,Pikine,Région de Dakar (urbain),2,3,8,10,23.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,60.0,Femme ou Mari,Non,Homme,80.0,60 ans et plus,École arabe,Ne sait pas,Non,Non,Oui,Non,Non,Oui,,,,,1,1,1,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Entretien du logement,4,1,1,1,1,1,1,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Déchets verts | Métal | Excréments d'animaux,8,Seau / Bassine,Non,"Dans la rue, près de la maison",Oui,Non,Non,,N'en a pas connaissance,Une partie,Oui — une partie,Non,Non,Non,Oui,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Oui,Bon / Satisfait,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,Fréquence ramassage,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui
22,Guinaw Rail Nord,SAM BUS II,Dakar,Pikine,Région de Dakar (urbain),1,0,0,0,1.0,Locataire,Maison basse,1,Moyen-bas,Femme,37.0,Femme ou Mari,Non,Homme,45.0,45-59 ans,École arabe,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Non,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,1,1,0,1,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts,5,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Non,,Oui,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,Venir chaque jour,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
32,N'Gor,Ngor,Dakar,Dakar,Région de Dakar (urbain),0,0,0,0,0.0,Locataire,Appartement,1,Moyen-bas,Femme,30.0,Chef de ménage,Oui,Femme,30.0,25-34 ans,École française,Supérieur,Oui,Oui,Non,Non,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / Cuisine | Entretien du logement,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Ne sait pas,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Sur la discipline,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
32,N'Gor,Ngor,Dakar,Dakar,Région de Dakar (urbain),1,0,0,0,1.0,Logé par un tiers,Appartement,1,Moyen-bas,Femme,32.0,Employé(e) rémunéré(e),Non,Femme,47.0,45-59 ans,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Non, jamais","Oui, rarement",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Non,Non,,,Oui,Association du quartier,Mauvais / Pas satisfait,Non,Non,,,Respect des ramassage,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
32,N'Gor,Ngor,Dakar,Dakar,Région de Dakar (urbain),0,0,0,0,0.0,Locataire,Appartement,1,Moyen-bas,Homme,37.0,Employé(e) rémunéré(e),Non,Homme,50.0,45-59 ans,École française,Supérieur,Oui,Oui,Ne sait pas,Non,Ne sait pas,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Oui,Bon / Satisfait,,Non,,,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Campagne de sensibilisation  et distribution de poubelles,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
32,N'Gor,Ngor,Dakar,Dakar,Région de Dakar (urbain),0,0,0,0,0.0,Locataire,Appartement,1,Moyen-bas,Femme,20.0,Employé(e) rémunéré(e),Non,Femme,20.0,Moins de 25 ans,École arabe,Primaire,Non,Non,Oui,Oui,Non,Oui,,,,,1,1,0,0,0,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Commerce / activités de production,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Non,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Oui,Non,,,Augmenter les poubelles,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
32,N'Gor,Ngor,Dakar,Dakar,Région de Dakar (urbain),5,2,3,0,10.0,Locataire,Appartement,1,Moyen-bas,Homme,30.0,Employé(e) rémunéré(e),Non,Homme,60.0,60 ans et plus,École française,Primaire,Oui,Non,Ne sait pas,Ne sait pas,Ne sait pas,Oui,,,,,1,1,1,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Seau / Bassine,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,1,0,0,0,0,Moustiques | Mouches | Cafards,3,Ne sait pas,,Non,Non,,,Oui,Association du quartier,Bon / Satisfait,Non,Non,,,Regularite,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
38,Pikine Sud,Issa Mbengue,Dakar,Pikine,Région de Dakar (urbain),3,2,3,3,11.0,Propriétaire,Maison basse,3,Élevé,Femme,,Femme ou Mari,Non,Homme,,,Ne sait pas,,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Non,,,,,0,1,1,0,0,0,0,Gestion du foyer (hors alimentation) | Élevage,2,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,Oui,Non,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Entre 1 001 et 2 000 FCFA,Par mois,1500.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Oui,Bon / Satisfait,Non,Non,,,Non,,,Non,Non,,,Probleme des eaux usées,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
38,Pikine Sud,Osea,Dakar,Pikine,Région de Dakar (urbain),2,3,2,2,9.0,Propriétaire,Maison basse,3,Élevé,Homme,,Chef de ménage,Oui,Homme,,,École française,Secondaire,Oui,Non,Non,Non,Non,Oui,,,,,1,1,1,1,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Animaux domestiques,4,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,1 mois et plus,Oui,Mauvais / Pas satisfait,Pas suivi ou non-respect,Non,,,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Oui,Bon / Satisfait,Oui,Non,,,Non,,,Oui,Non,,,Des bennes arrivent dans le  quartier,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
38,Pikine Sud,Amadou Ndiaye,Dakar,Pikine,Région de Dakar (urbain),3,5,2,1,11.0,Propriétaire,Maison basse,3,Élevé,Femme,24.0,Fils ou Fille,Non,Homme,,,École française,Supérieur,Oui,Non,Ne sait pas,Ne sait pas,Ne sait pas,Oui,,,,,0,1,1,1,0,0,0,Gestion du foyer (hors alimentation) | Élevage | Animaux domestiques,3,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Oui,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Très bon / Très satisfait,Oui,Non,,,Non,,,Non,Non,,,Les bennes arrivent au quartier chaque jour,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
38,Pikine Sud,Saliou  ndiaye,Dakar,Pikine,Région de Dakar (urbain),6,1,5,6,18.0,Propriétaire,Maison basse,3,Élevé,Femme,,Fils ou Fille,Non,Femme,,,École française,Primaire,Oui,Ne sait pas,Ne sait pas,Ne sait pas,Ne sait pas,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Meilleure qualité,Oui,Oui,Entre 200 et 400 FCFA,Par jour,9000.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Oui,Très bon / Très satisfait,Non,Non,,,Non,,,Non,Non,,,"Canaux, des bennes,bacs,",0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
38,Pikine Sud,Darou marnane1,Dakar,Pikine,Région de Dakar (urbain),1,2,1,3,7.0,Locataire,Maison basse,2,Moyen-haut,Homme,,Fils ou Fille,Non,Femme,,,Aucun,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,Non,,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Oui,Bon / Satisfait,Non,Non,,,Non,,,Non,Non,,,Arriver des bennes,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
38,Pikine Sud,Darou marnane1,Dakar,Pikine,Région de Dakar (urbain),1,5,3,1,10.0,Propriétaire,Maison en étage,3,Élevé,Femme,,Fils ou Fille,Non,Homme,,,École française,Supérieur,Oui,Oui,Oui,Non,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle spécialisée,Oui,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,Oui,Non,,,,,,Charrettes / brouettes / pousse-pousse,Plus accessible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Oui,Bon / Satisfait,Oui,Non,,,Non,,,Non,Non,,,Regularité des bennes,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
38,Pikine Sud,Amadou ndiaye,Dakar,Pikine,Région de Dakar (urbain),1,5,2,2,10.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,69.0,Femme ou Mari,Non,Homme,,,École arabe,Supérieur,Non,Non,Oui,Non,Non,Oui,,,,,1,1,1,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage,3,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle spécialisée,Non,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,Oui,Bon / Satisfait,Oui,Non,,,Non,,,Non,Non,,,Des campagnes de sensibilisation,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
42,Rufisque Ouest,ABOU SY,Dakar,Rufisque,Région de Dakar (urbain),6,5,4,6,21.0,Locataire,Maison basse,1,Moyen-bas,Homme,17.0,Fils ou Fille,Non,Homme,45.0,45-59 ans,École coranique,,Non,Non,Oui,Non,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,1,0,1,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers,4,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Conjoint du CM,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Oui,Association du quartier,Très bon / Très satisfait,Oui,NSP,Très mauvais / Pas du tout satisfait,Oui,Oui,UCG,Oui,,1,1,0,0,0,0,0,0,1,Fièvre | Asthme | Autre maladie,3,0,3,Oui
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),0,0,3,2,5.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,47.0,Chef de ménage,Oui,Femme,47.0,45-59 ans,École française,Secondaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,0,1,0,0,1,0,0,0,0,Plastiques | Restes d'aliments | Déchets verts,3,Seau / Bassine,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Oui,Mauvais / Pas satisfait,Pas suivi ou non-respect,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Oui,UCG,Bon / Satisfait,Non,,,Oui,Non,,,Expliquer aux gens comment exacte géré leurs ordures avant l'évacuation,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),0,2,6,5,13.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,46.0,Fils ou Fille,Non,Homme,60.0,60 ans et plus,École française,Supérieur,Oui,Ne sait pas,Ne sait pas,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Seau / Bassine,Non,Dans la parcelle,Oui,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, rarement","Oui, rarement","Oui, rarement",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Non,,,Non,,,Non,Non,,,Insisté sur l'importance de la propriété,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),0,0,3,3,6.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,22.0,Fils ou Fille,Non,Homme,,,École française,Ne sait pas,Oui,Non,Oui,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,0,1,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets verts | Métal,6,Seau / Bassine,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Non,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,1,0,0,0,0,0,Mouches,1,Oui,Bon / Satisfait,Oui,Non,,,Non,,,Non,Non,,,Insisté sur l'importance de la propriété,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),0,1,1,3,5.0,Locataire,Appartement,1,Moyen-bas,Femme,51.0,Gendre / Belle-fille,Non,Femme,,,École française,Ne sait pas,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,1,1,0,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Déchets verts | Médicaments,6,Seau / Bassine,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Femme de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Oui, rarement",,,,0,1,1,0,1,0,0,Mouches | Cafards | Vers,3,Ne sait pas,,Non,Non,,,Non,,,Non,Non,,,Insisté sur l'importance de la propriété,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),5,0,3,1,9.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,30.0,Fils ou Fille,Non,Homme,,,École française,Secondaire,Oui,Oui,Non,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,1,1,0,1,1,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Déchets verts | Excréments d'animaux | Médicaments,8,Sac,Non,"Dans la rue, loin de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,1,1,0,0,0,0,Mouches | Cafards,2,Non,,Non,Oui,Autre,Bon / Satisfait,Non,,,Non,Non,,,Chaque week end venir parler aux gens sur l'importance de la propriété,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),0,3,3,4,10.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,33.0,Femme ou Mari,Non,Homme,,,École française,Ne sait pas,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,1,1,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Déchets verts,6,Seau / Bassine,Oui,"Dans la rue, loin de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Conjoint du CM,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,0,1,1,0,1,0,0,Mouches | Cafards | Vers,3,Non,,Non,Oui,Mairie,Bon / Satisfait,Non,,,Non,Non,,,Insisté sur l'importance de la propriété,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non
44,Sicap Liberté,Liberté 5,Dakar,Dakar,Région de Dakar (urbain),0,2,4,2,8.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,48.0,Chef de ménage,Oui,Homme,48.0,45-59 ans,École française,Supérieur,Oui,Oui,Non,Oui,Non,Oui,,,,,1,1,1,1,1,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Animaux domestiques | Entretien du logement | Commerce / activités de production,6,1,1,1,1,1,1,1,1,1,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Déchets verts | Métal | Excréments d'animaux | Médicaments,9,Fût,Oui,"Dans la rue, près de la maison",Oui,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,Chef de ménage,Oui,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Non,,,Non,Non,,,Insisté sur l'importance de la propriété,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non
